"","Time","Month","Year","predicted_RECO","Daily_NEE","Daily_RECO_temp","Daily_RECO_flux","Daily_resi_temp","Daily_EF","Total_Randunc","Daily_P"
"1",2017-10-30,10,2017,NA,0.4930095,0.465803340813559,0.540666,0.0272061591864414,0.292186091450178,0.025118803542223,0.00110416666666667
"2",2017-10-31,10,2017,NA,0.619788,0.610862230001354,0.611457666666667,0.00892576999864647,0.209957227390939,0.0233989142968102,0.000857142857142857
"3",2017-11-01,11,2017,NA,0.34712,0.580392708388047,0.5562126,-0.233272708388047,0.276421482116388,0.0265100925705468,0.002375
"4",2017-11-02,11,2017,NA,0.532722,0.43894909665896,0.519160857142857,0.0937729033410405,0.532252990096248,0.0244041381181628,0.00420833333333333
"5",2017-11-09,11,2017,NA,0.3435296,0.316474203313784,0.34040165,0.0270553966862159,0.250472532406088,0.0269847425501016,0.000291666666666667
"6",2017-11-14,11,2017,NA,1.079074,1.03869951315983,0.3920708,0.0403744868401683,0.279877427325496,0.0242197388062571,0.000145833333333333
"7",2017-11-25,11,2017,NA,0.3887114,0.436215390222061,0.3524824,-0.0475039902220611,0.202954717572274,0.0168570401470968,0
"8",2017-11-26,11,2017,NA,0.434058333333333,0.532036210163067,0.36369475,-0.0979778768297337,0.270329565346181,0.0168570401470968,0
"9",2017-11-28,11,2017,NA,0.383802285714286,0.272937537864838,0.33007,0.110864747849448,0.206247249881055,0.0168570401470968,0
"10",2017-11-29,11,2017,NA,0.338503526315789,0.421729989438756,0.343973210526316,-0.0832264631229668,0.26055604488368,0.0168570401470968,5e-04
"11",2017-12-04,12,2017,NA,0.265567718181818,0.273214907806936,0.271446090909091,-0.00764718962511746,0.607022390704217,0.0165958915487982,0.00522916666666667
"12",2017-12-05,12,2017,NA,0.269857864285714,0.284583435266881,0.2902905,-0.0147255709811671,0.206395425208281,0.0126066679188373,0.00789583333333333
"13",2017-12-06,12,2017,NA,0.184453364285714,0.223215049151137,0.213171,-0.0387616848654223,0.213211237715705,0.016903419086383,0
"14",2017-12-07,12,2017,NA,0.299490464285714,0.261745302414051,0.277573071428571,0.037745161871663,0.471498387688796,0.0164787463316736,0.000291666666666667
"15",2017-12-08,12,2017,NA,0.221520575,0.284695672467383,0.2944025,-0.0631750974673829,0.552153522857136,0.0157560594634439,0
"16",2017-12-09,12,2017,NA,0.321990077777778,0.294620319844702,0.313701833333333,0.0273697579330761,0.377150613249932,0.0160544310542411,0
"17",2017-12-18,12,2017,NA,0.32668035,0.327166626292195,0.3417807,-0.000486276292195276,0.41554503172279,0.0155106713071998,0.00170833333333333
"18",2017-12-19,12,2017,NA,0.12881028,0.270296463680347,0.3067664,-0.141486183680347,0.282078895848491,0.0158746984051623,0.0034375
"19",2017-12-20,12,2017,NA,0.2297708,0.219544252415149,0.2543696,0.0102265475848506,0.108238707614165,0.0178130957784336,0.00579166666666667
"20",2017-12-21,12,2017,NA,0.274352,0.197776875981883,0.2692603,0.0765751240181174,0.130648195507516,0.0151333589138922,0.00158333333333333
"21",2017-12-22,12,2017,NA,0.195743933333333,0.157099144192919,0.219770933333333,0.0386447891404146,0.12647934555091,0.0153836489199589,0.0004375
"22",2017-12-25,12,2017,NA,0.126200573684211,0.0654862094755419,0.0840670052631579,0.0607143642086687,0.0407561041777854,0.0151924413611321,0
"23",2017-12-27,12,2017,NA,0.198560469230769,0.121948107166737,0.177333,0.0766123620640325,0.0397466039059374,0.013428853822392,0.00445833333333333
"24",2017-12-28,12,2017,NA,0.131488625,0.136929356703477,0.1501152,-0.00544073170347689,0.0464510548384032,0.0196794329933594,0.0106875
"25",2017-12-29,12,2017,NA,0.142027038461538,0.142065411137089,0.105636461538462,-3.83726755502356e-05,0.0692275051972767,0.014755350534291,0.00116666666666667
"26",2017-12-31,4.66666666666667,2017,NA,0.103531533333333,0.106027308750585,0.0748850666666667,-0.0024957754172521,0.0303199796379304,0.0135199862563692,0
"27",2018-01-01,1,2018,NA,0.211428722222222,0.081008497177316,0.0916342444444444,0.130420225044906,0.0418629466270326,0.0133344170739164,0
"28",2018-01-02,1,2018,NA,0.17737825,0.148032913327892,0.17643725,0.0293453366721075,0.411054058795436,0.013267963671129,0.000125
"29",2018-01-04,1,2018,NA,0.10932256875,0.170289361382741,0.1405524375,-0.0609667926327406,0.0836132790705045,0.013107792031023,0.000979166666666667
"30",2018-01-05,1,2018,NA,0.158219815789474,0.173830647815347,0.162080368421053,-0.0156108320258732,0.0867211829637349,0.0125784179678205,0.000583333333333333
"31",2018-01-06,1,2018,NA,0.219686428571429,0.207187958015892,0.287550285714286,0.0124984705555363,0.0475253616547929,0.0134655928668836,0
"32",2018-01-07,1,2018,NA,0.2357579,0.23029783447954,0.3372355,0.00546006552045961,0.399885239284104,0.01329622815153,0
"33",2018-01-08,1,2018,NA,0.323475375,0.256527313951975,0.42073775,0.066948061048025,0.237387291699553,0.0133074436193855,4.16666666666667e-05
"34",2018-01-09,1,2018,NA,0.774071666666667,0.291013607586781,0.408033,0.483058059079886,0.239925472262298,0.0132570053174154,2.08333333333333e-05
"35",2018-01-16,1,2018,NA,0.133719784615385,0.180978461965408,0.204112153846154,-0.0472586773500234,0.126531659539063,0.0131071909734188,0
"36",2018-01-25,1,2018,NA,0.23124855,0.171954640450545,0.231498083333333,0.059293909549455,0.404382598102168,0.0181707251056076,8.33333333333333e-05
"37",2018-01-26,1,2018,NA,0.173491211111111,0.185347673567328,0.212192,-0.0118564624562164,0.325874108123454,0.0182643104152785,0.000104166666666667
"38",2018-01-27,1,2018,NA,-0.07478,0.170761252220506,0.143909666666667,-0.245541252220506,0.137863974815004,0.0234110940402228,0.000895833333333333
"39",2018-01-29,1,2018,NA,0.167191628571429,0.142475440775803,0.182287785714286,0.0247161877956261,0.137494806894313,0.0179755119560844,0.000395833333333333
"40",2018-01-30,1,2018,NA,0.345957675,0.168881620538925,0.245287166666667,0.177076054461075,0.204923643718117,0.0175558108802773,0.00129166666666667
"41",2018-01-31,1.53846153846154,2018,NA,-0.00589594615384616,0.0824486246335578,0.0999613538461538,-0.0883445707874039,0.110026683841672,0.0319822119982643,0.00304166666666667
